DateTime,Market cap,Volume (24h),Market cap BTC,Market cap ETH,Market cap USDT,Market cap BNB,Market cap XRP,Market cap USDC,Market cap SOL,Market cap ADA,Market cap DOGE,Market cap TRX,Market cap Others,MA200,MA200/BTC,MA200/ETH,MA200/USDT,Porcentaje BTC,Porcentaje ETH,Porcentaje USDT,Porcentaje BNB,Porcentaje XRP,Porcentaje USDC,Porcentaje SOL,Porcentaje ADA,Porcentaje DOGE,Porcentaje TRX,Porcentaje Otros
2013-04-29,1583440000.0,0.0,1491167008.9733124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92272991.02668762,0.0,0.0,0.0,0.0,0.9417262472675393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058273752732460715
2013-04-30,1610414976.0,0.0,1516992058.5317612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93422917.46823883,0.0,0.0,0.0,0.0,0.9419882956501773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058011704349822724
2013-05-01,1637389952.0,0.0,1542817108.0902102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94572843.9097898,0.0,0.0,0.0,0.0,0.9422417098661969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775829013380307
2013-05-02,1456400000.0,0.0,1361442694.670105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94957305.32989502,0.0,0.0,0.0,0.0,0.9347999826078721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06520001739212788
2013-05-03,1275410048.0,0.0,1180068281.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95341766.75,0.0,0.0,0.0,0.0,0.9252461850214309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07475381497856914
2013-05-04,1305395008.0,0.0,1217415215.3542519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87979792.64574814,0.0,0.0,0.0,0.0,0.9326029346622504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06739706533774958
2013-05-05,1335379968.0,0.0,1254762149.4585035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80617818.54149652,0.0,0.0,0.0,0.0,0.9396293036638569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060370696336143115
2013-05-06,1324640000.0,0.0,1251614549.7292519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73025450.27074814,0.0,0.0,0.0,0.0,0.9448714743094364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05512852569056359
2013-05-07,1313900032.0,0.0,1248466950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65433082.0,0.0,0.0,0.0,0.0,0.9501993451507884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04980065484921159
2013-05-08,1323769984.0,0.0,1254221173.0161667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69548810.98383331,0.0,0.0,0.0,0.0,0.947461559164773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05253844083522696
2013-05-09,1333639936.0,0.0,1259975396.0323334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73664539.96766663,0.0,0.0,0.0,0.0,0.9447642965847218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05523570341527817
2013-05-10,1361879936.0,0.0,1285513417.269516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76366518.73048401,0.0,0.0,0.0,0.0,0.9439256598824847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05607434011751533
2013-05-11,1390119936.0,0.0,1311051438.5066986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79068497.49330139,0.0,0.0,0.0,0.0,0.9431210966437781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05687890335622192
2013-05-12,1372824960.0,0.0,1295513866.877365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77311093.12263489,0.0,0.0,0.0,0.0,0.9436846682022485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563153317977515
2013-05-13,1355529984.0,0.0,1279976295.2480316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75553688.75196838,0.0,0.0,0.0,0.0,0.9442626207876134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573737921238664
2013-05-14,1325129984.0,0.0,1261370393.635273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63759590.36472702,0.0,0.0,0.0,0.0,0.9518842746488431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048115725351156935
2013-05-15,1294729984.0,0.0,1242764492.0225143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51965491.97748566,0.0,0.0,0.0,0.0,0.959863838314039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040136161685961014
2013-05-16,1339600000.0,0.0,1281177266.4011955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58422733.598804474,0.0,0.0,0.0,0.0,0.9563879265461298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04361207345387019
2013-05-17,1384470016.0,0.0,1319590040.7798767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64879975.22012329,0.0,0.0,0.0,0.0,0.9531373200789325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04686267992106752
2013-05-18,1416644992.0,0.0,1347980811.8831635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68664180.11683655,0.0,0.0,0.0,0.0,0.9515304254032639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048469574596736065
