DateTime,BTC,ETH,USDT,BNB,XRP,Otros
2013-05-05 02:00:00,93.9629303663857,0.0,0.0,0.0,0.0,6.0370696336142995
2013-05-12 02:00:00,94.50562777758526,0.0,0.0,0.0,0.0,5.494372222414727
2013-05-19 02:00:00,94.99949016346316,0.0,0.0,0.0,0.0,5.000509836536834
2013-05-26 02:00:00,95.43775340464299,0.0,0.0,0.0,0.0,4.56224659535702
2013-06-02 02:00:00,96.08975788680988,0.0,0.0,0.0,0.0,3.910242113190116
2013-06-09 02:00:00,95.55335949804534,0.0,0.0,0.0,0.0,4.446640501954659
2013-06-16 02:00:00,95.49873202675838,0.0,0.0,0.0,0.0,4.50126797324162
2013-06-23 02:00:00,95.05312716071272,0.0,0.0,0.0,0.0,4.946872839287269
2013-06-30 02:00:00,94.60288445882054,0.0,0.0,0.0,0.0,5.397115541179468
2013-07-07 02:00:00,92.59584812119502,0.0,0.0,0.0,0.0,7.404151878804985
2013-07-14 02:00:00,94.62584773373204,0.0,0.0,0.0,0.0,5.374152266267957
2013-07-21 02:00:00,94.2782120929514,0.0,0.0,0.0,0.0,5.7217879070485855
2013-07-28 02:00:00,94.16377016627855,0.0,0.0,0.0,0.0,5.836229833721461
2013-08-04 02:00:00,94.22777654482499,0.0,0.0,0.0,0.0,5.772223455175008
2013-08-11 02:00:00,92.23149765447711,0.0,0.0,0.0,2.617931876430661,5.150570469092227
2013-08-18 02:00:00,91.69855086473567,0.0,0.0,0.0,3.1255767771401874,5.175872358124154
2013-08-25 02:00:00,92.38395845562306,0.0,0.0,0.0,2.875981257894843,4.7400602864821
2013-09-01 02:00:00,93.2437133991715,0.0,0.0,0.0,2.607140389182776,4.149146211645737
2013-09-08 02:00:00,92.31178898621046,0.0,0.0,0.0,3.075735398905511,4.612475614884022
2013-09-15 02:00:00,92.71259233125623,0.0,0.0,0.0,3.039092354309501,4.2483153144342625
2013-09-22 02:00:00,91.21473768801889,0.0,0.0,0.0,4.626660327485948,4.15860198449516
2013-09-29 02:00:00,89.45405762495574,0.0,0.0,0.0,6.100824428457941,4.4451179465863175
2013-10-06 02:00:00,91.20157262480843,0.0,0.0,0.0,4.460085606867991,4.338341768323577
2013-10-13 02:00:00,92.22953723936426,0.0,0.0,0.0,4.229540074480144,3.5409226861555934
2013-10-20 02:00:00,93.94695372761946,0.0,0.0,0.0,2.6026907382512494,3.4503555341292924
2013-10-27 02:00:00,94.56029045426874,0.0,0.0,0.0,2.123424051266659,3.316285494464603
2013-11-03 01:00:00,94.56692681922078,0.0,0.0,0.0,2.046083772794211,3.386989407985
2013-11-10 01:00:00,94.99878260650682,0.0,0.0,0.0,1.5760150754378133,3.4252023180553657
2013-11-17 01:00:00,96.33481631322897,0.0,0.0,0.0,1.445526980823522,2.219656705947518
2013-11-24 01:00:00,95.50362335104448,0.0,0.0,0.0,0.7623928257960294,3.733983823159496
2013-12-01 01:00:00,88.47499962812307,0.0,0.0,0.0,1.989585003013841,9.535415368863086
2013-12-08 01:00:00,89.4491791723922,0.0,0.0,0.0,0.0,10.550820827607795
2013-12-15 01:00:00,88.65995812480548,0.0,0.0,0.0,2.092730560590763,9.247311314603747
2013-12-22 01:00:00,90.09518206783794,0.0,0.0,0.0,2.0767570037833707,7.828060928378693
2013-12-29 01:00:00,87.8501326202138,0.0,0.0,0.0,2.114100366743747,10.035767013042443
2014-01-05 01:00:00,88.07921338496848,0.0,0.0,0.0,1.8487039024246092,10.07208271260691
2014-01-12 01:00:00,89.38297044248696,0.0,0.0,0.0,1.4988187092574812,9.11821084825555
2014-01-19 01:00:00,89.13493604060993,0.0,0.0,0.0,1.440395573131931,9.424668386258146
2014-01-26 01:00:00,89.39392469944904,0.0,0.0,0.0,1.2721606212371093,9.333914679313846
2014-02-02 01:00:00,89.19158601140836,0.0,0.0,0.0,1.4072422376405374,9.401171750951104
2014-02-09 01:00:00,89.49991367036601,0.0,0.0,0.0,1.467484603325309,9.032601726308672
2014-02-16 01:00:00,88.83246936232412,0.0,0.0,0.0,1.3832935870584309,9.784237050617453
2014-02-23 01:00:00,89.15985583398164,0.0,0.0,0.0,1.4430605614607663,9.397083604557597
2014-03-02 01:00:00,87.69621295090082,0.0,0.0,0.0,1.3369191562239453,10.966867892875245
2014-03-09 01:00:00,87.10942929697512,0.0,0.0,0.0,1.2782881769180334,11.612282526106853
2014-03-16 01:00:00,87.81246733894731,0.0,0.0,0.0,1.2370333263376851,10.950499334715007
2014-03-23 01:00:00,86.98552173632763,0.0,0.0,0.0,1.2415454646135748,11.7729327990588
2014-03-30 01:00:00,89.26684556754026,0.0,0.0,0.0,1.1670281435690044,9.566126288890727
2014-04-06 02:00:00,90.12394635006231,0.0,0.0,0.0,1.0067338503918415,8.869319799545845
2014-04-13 02:00:00,90.45738807525436,0.0,0.0,0.0,0.8326286694995043,8.709983255246142
2014-04-20 02:00:00,89.49994344011508,0.0,0.0,0.0,0.7127571244748057,9.787299435410118
2014-04-27 02:00:00,90.86641164536495,0.0,0.0,0.0,0.6583727445072958,8.47521561012776
2014-05-04 02:00:00,90.90684499371996,0.0,0.0,0.0,0.6410542153562593,8.452100790923776
2014-05-11 02:00:00,90.28553621368368,0.0,0.0,0.0,0.724492412560808,8.989971373755509
2014-05-18 02:00:00,90.40030134787546,0.0,0.0,0.0,0.7978666849423909,8.801831967182148
2014-05-25 02:00:00,90.93091460048977,0.0,0.0,0.0,0.4362112486826559,8.632874150827583
2014-06-01 02:00:00,92.23132369045783,0.0,0.0,0.0,0.37323721948795135,7.395439090054213
