"DateTime";"Market cap"
"2016-06-30 02:00:00";1027255940,9644245
"2016-07-02 02:00:00";996510565,5547544
"2016-07-04 02:00:00";954848213,3979087
"2016-07-06 02:00:00";864064645,108366
"2016-07-08 02:00:00";827087600,2821856
"2016-07-10 02:00:00";896902499,3366247
"2016-07-12 02:00:00";855558383,0812155
"2016-07-14 02:00:00";868507290,7300029
"2016-07-16 02:00:00";977656862,6747794
"2016-07-18 02:00:00";917152982,4010627
"2016-07-20 02:00:00";952144824,2704022
"2016-07-22 02:00:00";1040641098,4298296
"2016-07-24 02:00:00";1176252970,999868
"2016-07-26 02:00:00";1137661061,9104958
"2016-07-28 02:00:00";1069565986,907544
"2016-07-30 02:00:00";1055411719,5060828
"2016-08-01 02:00:00";981730761,3810105
"2016-08-03 02:00:00";733203700,8433598
"2016-08-05 02:00:00";910855382,3276587
"2016-08-07 02:00:00";898343259,0244242
"2016-08-09 02:00:00";933429136,2961149
"2016-08-11 02:00:00";1005719264,3144866
"2016-08-13 02:00:00";975996983,741223
"2016-08-15 02:00:00";929555397,5666299
"2016-08-17 02:00:00";924591293,2946187
"2016-08-19 02:00:00";893158207,9743637
"2016-08-21 02:00:00";936015579,3310342
"2016-08-23 02:00:00";927062194,7408237
"2016-08-25 02:00:00";918978196,0142303
"2016-08-27 02:00:00";941588360,9028848
"2016-08-29 02:00:00";910699430,7948561
"2016-08-31 02:00:00";938406082,0359799
"2016-09-02 02:00:00";999757967,3623346
"2016-09-04 02:00:00";982950196,8604736
"2016-09-06 02:00:00";981305547,4186004
"2016-09-08 02:00:00";967013270,9661177
"2016-09-10 02:00:00";977513448,5576091
"2016-09-12 02:00:00";976642706,5522562
"2016-09-14 02:00:00";999355739,5806351
"2016-09-16 02:00:00";1004744022,5425249
"2016-09-18 02:00:00";1066616876,8476087
"2016-09-20 02:00:00";1111811086,47003
"2016-09-22 02:00:00";1150653251,1548374
"2016-09-24 02:00:00";1122676320,6212018
"2016-09-26 02:00:00";1110694718,7961636
"2016-09-28 02:00:00";1106329863,055188
"2016-09-30 02:00:00";1104528152,6758533
"2016-10-02 02:00:00";1114202868,5178769
"2016-10-04 02:00:00";1137984854,8051152
"2016-10-06 02:00:00";1102937020,8298337
"2016-10-08 02:00:00";1073991172,0807498
"2016-10-10 02:00:00";1022860288,5367181
"2016-10-12 02:00:00";1000215825,690313
"2016-10-14 02:00:00";1018388188,1496334
"2016-10-16 02:00:00";1018540090,9867743
"2016-10-18 02:00:00";1020532648,3822049
"2016-10-20 02:00:00";1025619497,3769983
"2016-10-22 02:00:00";1037844505,7317739
"2016-10-24 02:00:00";1026406803,0311995
"2016-10-26 02:00:00";971439709,513592
"2016-10-28 02:00:00";979917021,1441067
"2016-10-30 02:00:00";891168049,5067457
"2016-11-01 01:00:00";937120430,3552446
"2016-11-03 01:00:00";924098894,948153
"2016-11-05 01:00:00";950215955,6152067
"2016-11-07 01:00:00";934534534,7880228
"2016-11-09 01:00:00";928067099,5686072
"2016-11-11 01:00:00";902478332,058643
"2016-11-13 01:00:00";849341460,2547004
"2016-11-15 01:00:00";857222396,7568252
"2016-11-17 01:00:00";865393215,2332368
"2016-11-19 01:00:00";816380073,7154232
"2016-11-21 01:00:00";825381008,5776632
"2016-11-23 01:00:00";855264503,5964627
"2016-11-25 01:00:00";796267670,938164
"2016-11-27 01:00:00";804084701,7126092
"2016-11-29 01:00:00";754306378,6890471
"2016-12-01 01:00:00";743882330,3661194
"2016-12-03 01:00:00";672138276,5991092
"2016-12-05 01:00:00";641820062,4670808
"2016-12-07 01:00:00";684258146,8592086
