DateTime,Market cap,Volume (24h),Market cap BTC,Market cap ETH,Market cap USDT,Market cap BNB,Market cap XRP,Market cap USDC,Market cap SOL,Market cap ADA,Market cap DOGE,Market cap TRX,Market cap Others,MA200,MA200/BTC,MA200/ETH,MA200/USDT
2013-06-09,1248015040.0,0.0,1190600231.1667442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57414808.83325577,0.0,0.0,0.0,0.0
2013-06-10,1191800064.0,0.0,1131570787.3334885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60229276.666511536,0.0,0.0,0.0,0.0
2013-06-11,1232580032.0,0.0,1180287881.1667442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52292150.83325577,0.0,0.0,0.0,0.0
2013-06-12,1273360000.0,0.0,1229004975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44355025.0,0.0,0.0,0.0,0.0
2013-06-13,1247179968.0,0.0,1201034705.8799744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46145262.12002564,0.0,0.0,0.0,0.0
2013-06-14,1220999936.0,0.0,1173064436.7599487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47935499.24005127,0.0,0.0,0.0,0.0
2013-06-15,1200624960.0,0.0,1150094103.1129837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50530856.8870163,0.0,0.0,0.0,0.0
2013-06-16,1180249984.0,0.0,1127123769.466019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53126214.533981085,0.0,0.0,0.0,0.0
2013-06-17,1191574976.0,0.0,1139685140.6124115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51889835.3875885,0.0,0.0,0.0,0.0
2013-06-18,1202899968.0,0.0,1152246511.7588043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50653456.24119568,0.0,0.0,0.0,0.0
2013-06-19,1240035008.0,0.0,1188227179.1357994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51807828.86420059,0.0,0.0,0.0,0.0
2013-06-20,1277170048.0,0.0,1224207846.5127945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52962201.48720551,0.0,0.0,0.0,0.0
2013-06-21,1289630016.0,0.0,1231711042.0063972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57918973.99360275,0.0,0.0,0.0,0.0
2013-06-22,1302089984.0,0.0,1239214237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62875746.5,0.0,0.0,0.0,0.0
2013-06-23,1296769984.0,0.0,1230620593.0942535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66149390.90574646,0.0,0.0,0.0,0.0
2013-06-24,1291449984.0,0.0,1222026948.688507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69423035.31149292,0.0,0.0,0.0,0.0
2013-06-25,1262425024.0,0.0,1196540749.856758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65884274.14324188,0.0,0.0,0.0,0.0
2013-06-26,1233400064.0,0.0,1171054551.0250092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62345512.974990845,0.0,0.0,0.0,0.0
2013-06-27,1221815040.0,0.0,1162463827.923584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59351212.076416016,0.0,0.0,0.0,0.0
2013-06-28,1210230016.0,0.0,1153873104.8221588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56356911.17784119,0.0,0.0,0.0,0.0
2013-06-29,1175000000.0,0.0,1116064192.940998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58935807.05900192,0.0,0.0,0.0,0.0
2013-06-30,1139769984.0,0.0,1078255281.059837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61514702.9401629,0.0,0.0,0.0,0.0
2013-07-01,1098689984.0,0.0,1039160305.9857368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59529678.01426327,0.0,0.0,0.0,0.0
2013-07-02,1057609984.0,0.0,1000065330.9116364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57544653.08836365,0.0,0.0,0.0,0.0
2013-07-03,1006744000.0,0.0,948379323.8620758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58364676.137924194,0.0,0.0,0.0,0.0
2013-07-04,955878016.0,0.0,896693316.8125153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59184699.18748474,0.0,0.0,0.0,0.0
2013-07-05,895335008.0,0.0,837974098.3381271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57360909.661872864,0.0,0.0,0.0,0.0
